Driver	LapNumber	Position	round	year
STR	35.0	8.0	13	2024
STR	36.0	9.0	13	2024
STR	37.0	9.0	13	2024
STR	38.0	9.0	13	2024
STR	39.0	9.0	13	2024
STR	40.0	9.0	13	2024
STR	41.0	9.0	13	2024
STR	42.0	9.0	13	2024
STR	43.0	9.0	13	2024
STR	44.0	9.0	13	2024
STR	45.0	10.0	13	2024
STR	46.0	14.0	13	2024
STR	47.0	13.0	13	2024
STR	48.0	12.0	13	2024
STR	49.0	12.0	13	2024
STR	50.0	12.0	13	2024
STR	51.0	12.0	13	2024
STR	52.0	12.0	13	2024
STR	53.0	12.0	13	2024
STR	54.0	12.0	13	2024
STR	55.0	11.0	13	2024
STR	56.0	11.0	13	2024
STR	57.0	11.0	13	2024
STR	58.0	11.0	13	2024
STR	59.0	11.0	13	2024
STR	60.0	11.0	13	2024
STR	61.0	11.0	13	2024
STR	62.0	11.0	13	2024
STR	63.0	11.0	13	2024
STR	64.0	11.0	13	2024
STR	65.0	10.0	13	2024
STR	66.0	10.0	13	2024
STR	67.0	10.0	13	2024
STR	68.0	10.0	13	2024
STR	69.0	10.0	13	2024
STR	70.0	10.0	13	2024
ALO	1.0	6.0	13	2024
ALO	2.0	6.0	13	2024
ALO	3.0	7.0	13	2024
ALO	4.0	7.0	13	2024
ALO	5.0	7.0	13	2024
ALO	6.0	7.0	13	2024
ALO	7.0	8.0	13	2024
ALO	8.0	15.0	13	2024
ALO	9.0	14.0	13	2024
ALO	10.0	14.0	13	2024
ALO	11.0	14.0	13	2024
ALO	12.0	14.0	13	2024
ALO	13.0	14.0	13	2024
ALO	14.0	14.0	13	2024
ALO	15.0	13.0	13	2024
ALO	16.0	13.0	13	2024
ALO	17.0	12.0	13	2024
ALO	18.0	12.0	13	2024
ALO	19.0	12.0	13	2024
ALO	20.0	12.0	13	2024
ALO	21.0	12.0	13	2024
ALO	22.0	12.0	13	2024
ALO	23.0	12.0	13	2024
ALO	24.0	12.0	13	2024
ALO	25.0	12.0	13	2024
ALO	26.0	12.0	13	2024
ALO	27.0	11.0	13	2024
ALO	28.0	10.0	13	2024
ALO	29.0	9.0	13	2024
ALO	30.0	8.0	13	2024
ALO	31.0	8.0	13	2024
ALO	32.0	8.0	13	2024
ALO	33.0	8.0	13	2024
ALO	34.0	7.0	13	2024
ALO	35.0	7.0	13	2024
ALO	36.0	7.0	13	2024
ALO	37.0	8.0	13	2024
ALO	38.0	13.0	13	2024
ALO	39.0	12.0	13	2024
ALO	40.0	12.0	13	2024
ALO	41.0	12.0	13	2024
ALO	42.0	11.0	13	2024
ALO	43.0	11.0	13	2024
ALO	44.0	11.0	13	2024
ALO	45.0	11.0	13	2024
ALO	46.0	10.0	13	2024
ALO	47.0	10.0	13	2024
ALO	48.0	10.0	13	2024
ALO	49.0	10.0	13	2024
ALO	50.0	10.0	13	2024
ALO	51.0	10.0	13	2024
ALO	52.0	10.0	13	2024
ALO	53.0	10.0	13	2024
ALO	54.0	10.0	13	2024
ALO	55.0	10.0	13	2024
ALO	56.0	10.0	13	2024
ALO	57.0	10.0	13	2024
ALO	58.0	10.0	13	2024
ALO	59.0	10.0	13	2024
ALO	60.0	10.0	13	2024
ALO	61.0	10.0	13	2024
ALO	62.0	10.0	13	2024
ALO	63.0	10.0	13	2024
ALO	64.0	10.0	13	2024
ALO	65.0	11.0	13	2024
ALO	66.0	11.0	13	2024
ALO	67.0	11.0	13	2024
ALO	68.0	11.0	13	2024
ALO	69.0	11.0	13	2024
ALO	70.0	11.0	13	2024
RIC	1.0	11.0	13	2024
RIC	2.0	11.0	13	2024
RIC	3.0	11.0	13	2024
RIC	4.0	11.0	13	2024
RIC	5.0	11.0	13	2024
RIC	6.0	9.0	13	2024
RIC	7.0	10.0	13	2024
RIC	8.0	18.0	13	2024
RIC	9.0	17.0	13	2024
RIC	10.0	17.0	13	2024
RIC	11.0	17.0	13	2024
RIC	12.0	17.0	13	2024
RIC	13.0	17.0	13	2024
RIC	14.0	17.0	13	2024
RIC	15.0	17.0	13	2024
RIC	16.0	17.0	13	2024
RIC	17.0	16.0	13	2024
RIC	18.0	16.0	13	2024
RIC	19.0	16.0	13	2024
RIC	20.0	16.0	13	2024
RIC	21.0	16.0	13	2024
RIC	22.0	16.0	13	2024
RIC	23.0	16.0	13	2024
RIC	24.0	16.0	13	2024
RIC	25.0	16.0	13	2024
RIC	26.0	16.0	13	2024
RIC	27.0	16.0	13	2024
RIC	28.0	17.0	13	2024
RIC	29.0	20.0	13	2024
RIC	30.0	18.0	13	2024
RIC	31.0	17.0	13	2024
RIC	32.0	17.0	13	2024
RIC	33.0	17.0	13	2024
RIC	34.0	14.0	13	2024
RIC	35.0	13.0	13	2024
RIC	36.0	13.0	13	2024
RIC	37.0	13.0	13	2024
RIC	38.0	12.0	13	2024
RIC	39.0	13.0	13	2024
RIC	40.0	13.0	13	2024
RIC	41.0	13.0	13	2024
RIC	42.0	13.0	13	2024
RIC	43.0	13.0	13	2024
RIC	44.0	12.0	13	2024
RIC	45.0	12.0	13	2024
RIC	46.0	11.0	13	2024
RIC	47.0	11.0	13	2024
RIC	48.0	11.0	13	2024
RIC	49.0	11.0	13	2024
RIC	50.0	11.0	13	2024
RIC	51.0	11.0	13	2024
RIC	52.0	11.0	13	2024
RIC	53.0	11.0	13	2024
RIC	54.0	11.0	13	2024
RIC	55.0	12.0	13	2024
RIC	56.0	12.0	13	2024
RIC	57.0	12.0	13	2024
RIC	58.0	12.0	13	2024
RIC	59.0	12.0	13	2024
RIC	60.0	12.0	13	2024
RIC	61.0	12.0	13	2024
RIC	62.0	12.0	13	2024
RIC	63.0	12.0	13	2024
RIC	64.0	12.0	13	2024
RIC	65.0	12.0	13	2024
RIC	66.0	12.0	13	2024
RIC	67.0	12.0	13	2024
RIC	68.0	12.0	13	2024
RIC	69.0	12.0	13	2024
HUL	1.0	14.0	13	2024
HUL	2.0	17.0	13	2024
HUL	3.0	20.0	13	2024
HUL	4.0	20.0	13	2024
HUL	5.0	20.0	13	2024
HUL	6.0	20.0	13	2024
HUL	7.0	17.0	13	2024
HUL	8.0	14.0	13	2024
HUL	9.0	13.0	13	2024
HUL	10.0	13.0	13	2024
HUL	11.0	13.0	13	2024
HUL	12.0	13.0	13	2024
HUL	13.0	13.0	13	2024
HUL	14.0	13.0	13	2024
HUL	15.0	12.0	13	2024
HUL	16.0	12.0	13	2024
HUL	17.0	11.0	13	2024
HUL	18.0	11.0	13	2024
HUL	19.0	11.0	13	2024
HUL	20.0	11.0	13	2024
HUL	21.0	11.0	13	2024
HUL	22.0	11.0	13	2024
HUL	23.0	11.0	13	2024
HUL	24.0	11.0	13	2024
HUL	25.0	11.0	13	2024
HUL	26.0	11.0	13	2024
HUL	27.0	12.0	13	2024
HUL	28.0	13.0	13	2024
HUL	29.0	11.0	13	2024
HUL	30.0	19.0	13	2024
HUL	31.0	18.0	13	2024
HUL	32.0	18.0	13	2024
HUL	33.0	18.0	13	2024
HUL	34.0	16.0	13	2024
HUL	35.0	14.0	13	2024
HUL	36.0	14.0	13	2024
HUL	37.0	14.0	13	2024
HUL	38.0	14.0	13	2024
HUL	39.0	14.0	13	2024
HUL	40.0	14.0	13	2024
HUL	41.0	14.0	13	2024
HUL	42.0	14.0	13	2024
HUL	43.0	14.0	13	2024
HUL	44.0	14.0	13	2024
HUL	45.0	13.0	13	2024
HUL	46.0	12.0	13	2024
HUL	47.0	12.0	13	2024
HUL	48.0	13.0	13	2024
HUL	49.0	13.0	13	2024
HUL	50.0	13.0	13	2024
HUL	51.0	13.0	13	2024
HUL	52.0	13.0	13	2024
HUL	53.0	13.0	13	2024
HUL	54.0	13.0	13	2024
HUL	55.0	13.0	13	2024
HUL	56.0	13.0	13	2024
HUL	57.0	13.0	13	2024
HUL	58.0	13.0	13	2024
HUL	59.0	13.0	13	2024
HUL	60.0	13.0	13	2024
HUL	61.0	13.0	13	2024
HUL	62.0	13.0	13	2024
HUL	63.0	13.0	13	2024
HUL	64.0	13.0	13	2024
HUL	65.0	13.0	13	2024
HUL	66.0	13.0	13	2024
HUL	67.0	13.0	13	2024
HUL	68.0	13.0	13	2024
HUL	69.0	13.0	13	2024
ALB	1.0	9.0	13	2024
ALB	2.0	9.0	13	2024
ALB	3.0	9.0	13	2024
ALB	4.0	9.0	13	2024
ALB	5.0	9.0	13	2024
ALB	6.0	11.0	13	2024
ALB	7.0	18.0	13	2024
ALB	8.0	16.0	13	2024
ALB	9.0	15.0	13	2024
ALB	10.0	15.0	13	2024
ALB	11.0	15.0	13	2024
ALB	12.0	15.0	13	2024
ALB	13.0	15.0	13	2024
ALB	14.0	15.0	13	2024
ALB	15.0	14.0	13	2024
ALB	16.0	14.0	13	2024
ALB	17.0	13.0	13	2024
ALB	18.0	14.0	13	2024
ALB	19.0	14.0	13	2024
ALB	20.0	14.0	13	2024
ALB	21.0	14.0	13	2024
ALB	22.0	14.0	13	2024
ALB	23.0	14.0	13	2024
ALB	24.0	14.0	13	2024
ALB	25.0	14.0	13	2024
ALB	26.0	14.0	13	2024
ALB	27.0	14.0	13	2024
ALB	28.0	14.0	13	2024
ALB	29.0	15.0	13	2024
ALB	30.0	20.0	13	2024
ALB	31.0	19.0	13	2024
ALB	32.0	19.0	13	2024
ALB	33.0	19.0	13	2024
ALB	34.0	17.0	13	2024
ALB	35.0	15.0	13	2024
ALB	36.0	15.0	13	2024
ALB	37.0	15.0	13	2024
ALB	38.0	15.0	13	2024
ALB	39.0	15.0	13	2024
ALB	40.0	15.0	13	2024
ALB	41.0	15.0	13	2024
ALB	42.0	15.0	13	2024
ALB	43.0	15.0	13	2024
ALB	44.0	15.0	13	2024
ALB	45.0	14.0	13	2024
ALB	46.0	13.0	13	2024
ALB	47.0	14.0	13	2024
ALB	48.0	14.0	13	2024
ALB	49.0	14.0	13	2024
ALB	50.0	14.0	13	2024
ALB	51.0	14.0	13	2024
ALB	52.0	14.0	13	2024
ALB	53.0	14.0	13	2024
ALB	54.0	14.0	13	2024
ALB	55.0	14.0	13	2024
ALB	56.0	14.0	13	2024
ALB	57.0	14.0	13	2024
ALB	58.0	14.0	13	2024
ALB	59.0	14.0	13	2024
ALB	60.0	14.0	13	2024
ALB	61.0	14.0	13	2024
ALB	62.0	14.0	13	2024
ALB	63.0	14.0	13	2024
ALB	64.0	14.0	13	2024
ALB	65.0	14.0	13	2024
ALB	66.0	14.0	13	2024
ALB	67.0	14.0	13	2024
ALB	68.0	14.0	13	2024
ALB	69.0	14.0	13	2024
MAG	1.0	10.0	13	2024
MAG	2.0	10.0	13	2024
MAG	3.0	10.0	13	2024
MAG	4.0	10.0	13	2024
MAG	5.0	10.0	13	2024
MAG	6.0	13.0	13	2024
MAG	7.0	19.0	13	2024
MAG	8.0	17.0	13	2024
MAG	9.0	16.0	13	2024
MAG	10.0	16.0	13	2024
MAG	11.0	16.0	13	2024
MAG	12.0	16.0	13	2024
MAG	13.0	16.0	13	2024
MAG	14.0	16.0	13	2024
MAG	15.0	15.0	13	2024
MAG	16.0	16.0	13	2024
MAG	17.0	15.0	13	2024
MAG	18.0	15.0	13	2024
MAG	19.0	15.0	13	2024
MAG	20.0	15.0	13	2024
MAG	21.0	15.0	13	2024
MAG	22.0	15.0	13	2024
MAG	23.0	15.0	13	2024
MAG	24.0	15.0	13	2024
MAG	25.0	15.0	13	2024
MAG	26.0	15.0	13	2024
MAG	27.0	15.0	13	2024
MAG	28.0	15.0	13	2024
MAG	29.0	12.0	13	2024
MAG	30.0	11.0	13	2024
MAG	31.0	12.0	13	2024
MAG	32.0	12.0	13	2024
MAG	33.0	12.0	13	2024
MAG	34.0	13.0	13	2024
MAG	35.0	17.0	13	2024
MAG	36.0	17.0	13	2024
MAG	37.0	16.0	13	2024
MAG	38.0	16.0	13	2024
MAG	39.0	16.0	13	2024
MAG	40.0	16.0	13	2024
MAG	41.0	16.0	13	2024
MAG	42.0	16.0	13	2024
MAG	43.0	16.0	13	2024
MAG	44.0	16.0	13	2024
MAG	45.0	16.0	13	2024
MAG	46.0	15.0	13	2024
MAG	47.0	15.0	13	2024
MAG	48.0	15.0	13	2024
MAG	49.0	15.0	13	2024
MAG	50.0	15.0	13	2024
MAG	51.0	15.0	13	2024
MAG	52.0	15.0	13	2024
MAG	53.0	15.0	13	2024
MAG	54.0	15.0	13	2024
MAG	55.0	15.0	13	2024
MAG	56.0	15.0	13	2024
MAG	57.0	15.0	13	2024
MAG	58.0	15.0	13	2024
MAG	59.0	15.0	13	2024
MAG	60.0	15.0	13	2024
MAG	61.0	15.0	13	2024
MAG	62.0	15.0	13	2024
MAG	63.0	15.0	13	2024
MAG	64.0	15.0	13	2024
MAG	65.0	15.0	13	2024
MAG	66.0	15.0	13	2024
MAG	67.0	15.0	13	2024
MAG	68.0	15.0	13	2024
MAG	69.0	15.0	13	2024
BOT	1.0	13.0	13	2024
BOT	2.0	13.0	13	2024
BOT	3.0	13.0	13	2024
BOT	4.0	13.0	13	2024
BOT	5.0	13.0	13	2024
BOT	6.0	12.0	13	2024
BOT	7.0	11.0	13	2024
BOT	8.0	9.0	13	2024
BOT	9.0	9.0	13	2024
BOT	10.0	9.0	13	2024
BOT	11.0	9.0	13	2024
BOT	12.0	9.0	13	2024
BOT	13.0	9.0	13	2024
BOT	14.0	9.0	13	2024
BOT	15.0	8.0	13	2024
BOT	16.0	10.0	13	2024
BOT	17.0	18.0	13	2024
BOT	18.0	18.0	13	2024
BOT	19.0	17.0	13	2024
BOT	20.0	17.0	13	2024
BOT	21.0	17.0	13	2024
BOT	22.0	17.0	13	2024
BOT	23.0	17.0	13	2024
BOT	24.0	17.0	13	2024
BOT	25.0	17.0	13	2024
BOT	26.0	17.0	13	2024
BOT	27.0	17.0	13	2024
BOT	28.0	16.0	13	2024
BOT	29.0	13.0	13	2024
BOT	30.0	13.0	13	2024
BOT	31.0	13.0	13	2024
BOT	32.0	13.0	13	2024
BOT	33.0	13.0	13	2024
BOT	34.0	12.0	13	2024
BOT	35.0	12.0	13	2024
BOT	36.0	12.0	13	2024
BOT	37.0	12.0	13	2024
BOT	38.0	11.0	13	2024
BOT	39.0	11.0	13	2024
BOT	40.0	11.0	13	2024
BOT	41.0	11.0	13	2024
BOT	42.0	12.0	13	2024
BOT	43.0	12.0	13	2024
BOT	44.0	13.0	13	2024
BOT	45.0	15.0	13	2024
BOT	46.0	18.0	13	2024
BOT	47.0	18.0	13	2024
BOT	48.0	18.0	13	2024
BOT	49.0	18.0	13	2024
BOT	50.0	18.0	13	2024
BOT	51.0	18.0	13	2024
BOT	52.0	18.0	13	2024
BOT	53.0	18.0	13	2024
BOT	54.0	18.0	13	2024
BOT	55.0	18.0	13	2024
BOT	56.0	18.0	13	2024
BOT	57.0	18.0	13	2024
BOT	58.0	18.0	13	2024
BOT	59.0	18.0	13	2024
BOT	60.0	18.0	13	2024
BOT	61.0	17.0	13	2024
BOT	62.0	17.0	13	2024
BOT	63.0	17.0	13	2024
BOT	64.0	16.0	13	2024
BOT	65.0	16.0	13	2024
BOT	66.0	16.0	13	2024
BOT	67.0	16.0	13	2024
BOT	68.0	16.0	13	2024
BOT	69.0	16.0	13	2024
SAR	1.0	18.0	13	2024
SAR	2.0	16.0	13	2024
SAR	3.0	16.0	13	2024
SAR	4.0	16.0	13	2024
SAR	5.0	16.0	13	2024
SAR	6.0	15.0	13	2024
SAR	7.0	13.0	13	2024
SAR	8.0	12.0	13	2024
SAR	9.0	19.0	13	2024
SAR	10.0	19.0	13	2024
SAR	11.0	19.0	13	2024
SAR	12.0	19.0	13	2024
SAR	13.0	19.0	13	2024
SAR	14.0	19.0	13	2024
SAR	15.0	19.0	13	2024
SAR	16.0	19.0	13	2024
SAR	17.0	19.0	13	2024
SAR	18.0	19.0	13	2024
SAR	19.0	19.0	13	2024
SAR	20.0	19.0	13	2024
SAR	21.0	19.0	13	2024
SAR	22.0	19.0	13	2024
SAR	23.0	19.0	13	2024
SAR	24.0	19.0	13	2024
SAR	25.0	19.0	13	2024
SAR	26.0	19.0	13	2024
SAR	27.0	19.0	13	2024
SAR	28.0	19.0	13	2024
SAR	29.0	17.0	13	2024
SAR	30.0	14.0	13	2024
SAR	31.0	14.0	13	2024
SAR	32.0	14.0	13	2024
SAR	33.0	14.0	13	2024
SAR	34.0	19.0	13	2024
SAR	35.0	19.0	13	2024
SAR	36.0	19.0	13	2024
SAR	37.0	18.0	13	2024
SAR	38.0	18.0	13	2024
SAR	39.0	18.0	13	2024
SAR	40.0	18.0	13	2024
SAR	41.0	18.0	13	2024
SAR	42.0	18.0	13	2024
SAR	43.0	18.0	13	2024
SAR	44.0	18.0	13	2024
SAR	45.0	18.0	13	2024
SAR	46.0	17.0	13	2024
SAR	47.0	17.0	13	2024
SAR	48.0	17.0	13	2024
SAR	49.0	17.0	13	2024
SAR	50.0	17.0	13	2024
SAR	51.0	17.0	13	2024
SAR	52.0	17.0	13	2024
SAR	53.0	17.0	13	2024
SAR	54.0	17.0	13	2024
SAR	55.0	17.0	13	2024
SAR	56.0	17.0	13	2024
SAR	57.0	17.0	13	2024
SAR	58.0	17.0	13	2024
SAR	59.0	17.0	13	2024
SAR	60.0	17.0	13	2024
SAR	61.0	18.0	13	2024
SAR	62.0	18.0	13	2024
SAR	63.0	18.0	13	2024
SAR	64.0	19.0	13	2024
SAR	65.0	18.0	13	2024
SAR	66.0	18.0	13	2024
SAR	67.0	17.0	13	2024
SAR	68.0	17.0	13	2024
SAR	69.0	17.0	13	2024
OCO	1.0	15.0	13	2024
OCO	2.0	14.0	13	2024
OCO	3.0	14.0	13	2024
OCO	4.0	14.0	13	2024
OCO	5.0	14.0	13	2024
OCO	6.0	18.0	13	2024
OCO	7.0	20.0	13	2024
OCO	8.0	19.0	13	2024
OCO	9.0	18.0	13	2024
OCO	10.0	18.0	13	2024
OCO	11.0	18.0	13	2024
OCO	12.0	18.0	13	2024
OCO	13.0	18.0	13	2024
OCO	14.0	18.0	13	2024
OCO	15.0	18.0	13	2024
OCO	16.0	18.0	13	2024
OCO	17.0	17.0	13	2024
OCO	18.0	17.0	13	2024
OCO	19.0	18.0	13	2024
OCO	20.0	18.0	13	2024
OCO	21.0	18.0	13	2024
OCO	22.0	18.0	13	2024
OCO	23.0	18.0	13	2024
OCO	24.0	18.0	13	2024
OCO	25.0	18.0	13	2024
OCO	26.0	18.0	13	2024
OCO	27.0	18.0	13	2024
OCO	28.0	18.0	13	2024
OCO	29.0	16.0	13	2024
OCO	30.0	15.0	13	2024
OCO	31.0	20.0	13	2024
OCO	32.0	20.0	13	2024
OCO	33.0	20.0	13	2024
OCO	34.0	18.0	13	2024
OCO	35.0	18.0	13	2024
OCO	36.0	18.0	13	2024
OCO	37.0	17.0	13	2024
OCO	38.0	17.0	13	2024
OCO	39.0	17.0	13	2024
OCO	40.0	17.0	13	2024
OCO	41.0	17.0	13	2024
OCO	42.0	17.0	13	2024
OCO	43.0	17.0	13	2024
OCO	44.0	17.0	13	2024
OCO	45.0	17.0	13	2024
OCO	46.0	16.0	13	2024
OCO	47.0	16.0	13	2024
OCO	48.0	16.0	13	2024
OCO	49.0	16.0	13	2024
OCO	50.0	16.0	13	2024
OCO	51.0	16.0	13	2024
OCO	52.0	16.0	13	2024
OCO	53.0	16.0	13	2024
OCO	54.0	16.0	13	2024
OCO	55.0	16.0	13	2024
OCO	56.0	16.0	13	2024
OCO	57.0	16.0	13	2024
OCO	58.0	16.0	13	2024
OCO	59.0	16.0	13	2024
OCO	60.0	16.0	13	2024
OCO	61.0	16.0	13	2024
OCO	62.0	16.0	13	2024
OCO	63.0	16.0	13	2024
OCO	64.0	17.0	13	2024
OCO	65.0	19.0	13	2024
OCO	66.0	19.0	13	2024
OCO	67.0	19.0	13	2024
OCO	68.0	19.0	13	2024
OCO	69.0	18.0	13	2024
ZHO	1.0	19.0	13	2024
ZHO	2.0	19.0	13	2024
ZHO	3.0	18.0	13	2024
ZHO	4.0	18.0	13	2024
ZHO	5.0	18.0	13	2024
ZHO	6.0	17.0	13	2024
ZHO	7.0	16.0	13	2024
ZHO	8.0	20.0	13	2024
ZHO	9.0	20.0	13	2024
ZHO	10.0	20.0	13	2024
ZHO	11.0	20.0	13	2024
ZHO	12.0	20.0	13	2024
ZHO	13.0	20.0	13	2024
ZHO	14.0	20.0	13	2024
ZHO	15.0	20.0	13	2024
ZHO	16.0	20.0	13	2024
ZHO	17.0	20.0	13	2024
ZHO	18.0	20.0	13	2024
ZHO	19.0	20.0	13	2024
ZHO	20.0	20.0	13	2024
ZHO	21.0	20.0	13	2024
ZHO	22.0	20.0	13	2024
ZHO	23.0	20.0	13	2024
ZHO	24.0	20.0	13	2024
ZHO	25.0	20.0	13	2024
ZHO	26.0	20.0	13	2024
ZHO	27.0	20.0	13	2024
ZHO	28.0	20.0	13	2024
ZHO	29.0	18.0	13	2024
ZHO	30.0	16.0	13	2024
ZHO	31.0	15.0	13	2024
ZHO	32.0	16.0	13	2024
ZHO	33.0	16.0	13	2024
ZHO	34.0	15.0	13	2024
ZHO	35.0	16.0	13	2024
ZHO	36.0	16.0	13	2024
ZHO	37.0	19.0	13	2024
ZHO	38.0	19.0	13	2024
ZHO	39.0	19.0	13	2024
ZHO	40.0	19.0	13	2024
ZHO	41.0	19.0	13	2024
ZHO	42.0	19.0	13	2024
ZHO	43.0	19.0	13	2024
ZHO	44.0	19.0	13	2024
ZHO	45.0	19.0	13	2024
ZHO	46.0	19.0	13	2024
ZHO	47.0	19.0	13	2024
ZHO	48.0	19.0	13	2024
ZHO	49.0	19.0	13	2024
ZHO	50.0	19.0	13	2024
ZHO	51.0	19.0	13	2024
ZHO	52.0	19.0	13	2024
ZHO	53.0	19.0	13	2024
ZHO	54.0	19.0	13	2024
ZHO	55.0	19.0	13	2024
ZHO	56.0	19.0	13	2024
ZHO	57.0	19.0	13	2024
ZHO	58.0	19.0	13	2024
ZHO	59.0	19.0	13	2024
ZHO	60.0	19.0	13	2024
ZHO	61.0	19.0	13	2024
ZHO	62.0	19.0	13	2024
ZHO	63.0	19.0	13	2024
ZHO	64.0	18.0	13	2024
ZHO	65.0	17.0	13	2024
ZHO	66.0	17.0	13	2024
ZHO	67.0	18.0	13	2024
ZHO	68.0	18.0	13	2024
ZHO	69.0	19.0	13	2024
GAS	1.0	20.0	13	2024
GAS	2.0	20.0	13	2024
GAS	3.0	19.0	13	2024
GAS	4.0	19.0	13	2024
GAS	5.0	19.0	13	2024
GAS	6.0	19.0	13	2024
GAS	7.0	15.0	13	2024
GAS	8.0	13.0	13	2024
GAS	9.0	12.0	13	2024
GAS	10.0	12.0	13	2024
GAS	11.0	12.0	13	2024
GAS	12.0	12.0	13	2024
GAS	13.0	12.0	13	2024
GAS	14.0	12.0	13	2024
GAS	15.0	11.0	13	2024
GAS	16.0	11.0	13	2024
GAS	17.0	10.0	13	2024
GAS	18.0	10.0	13	2024
GAS	19.0	10.0	13	2024
GAS	20.0	10.0	13	2024
GAS	21.0	10.0	13	2024
GAS	22.0	10.0	13	2024
GAS	23.0	10.0	13	2024
GAS	24.0	10.0	13	2024
GAS	25.0	10.0	13	2024
GAS	26.0	10.0	13	2024
GAS	27.0	10.0	13	2024
GAS	28.0	12.0	13	2024
GAS	29.0	19.0	13	2024
GAS	30.0	17.0	13	2024
GAS	31.0	16.0	13	2024
GAS	32.0	15.0	13	2024
GAS	33.0	15.0	13	2024
HAM	1.0	2.0	14	2024
HAM	2.0	2.0	14	2024
HAM	3.0	1.0	14	2024
HAM	4.0	1.0	14	2024
HAM	5.0	1.0	14	2024
HAM	6.0	1.0	14	2024
HAM	7.0	1.0	14	2024
HAM	8.0	1.0	14	2024
HAM	9.0	1.0	14	2024
HAM	10.0	1.0	14	2024
HAM	11.0	2.0	14	2024
HAM	12.0	5.0	14	2024
HAM	13.0	3.0	14	2024
HAM	14.0	3.0	14	2024
HAM	15.0	3.0	14	2024
HAM	16.0	2.0	14	2024
HAM	17.0	2.0	14	2024
HAM	18.0	2.0	14	2024
HAM	19.0	2.0	14	2024
HAM	20.0	1.0	14	2024
HAM	21.0	1.0	14	2024
HAM	22.0	1.0	14	2024
HAM	23.0	1.0	14	2024
HAM	24.0	1.0	14	2024
HAM	25.0	1.0	14	2024
HAM	26.0	1.0	14	2024
HAM	27.0	6.0	14	2024
HAM	28.0	5.0	14	2024
HAM	29.0	4.0	14	2024
HAM	30.0	3.0	14	2024
HAM	31.0	2.0	14	2024
HAM	32.0	2.0	14	2024
HAM	33.0	2.0	14	2024
HAM	34.0	2.0	14	2024
HAM	35.0	2.0	14	2024
HAM	36.0	2.0	14	2024
HAM	37.0	2.0	14	2024
HAM	38.0	2.0	14	2024
HAM	39.0	2.0	14	2024
HAM	40.0	2.0	14	2024
HAM	41.0	2.0	14	2024
HAM	42.0	2.0	14	2024
HAM	43.0	2.0	14	2024
HAM	44.0	2.0	14	2024
PIA	1.0	4.0	14	2024
PIA	2.0	4.0	14	2024
PIA	3.0	4.0	14	2024
PIA	4.0	4.0	14	2024
PIA	5.0	4.0	14	2024
PIA	6.0	4.0	14	2024
PIA	7.0	4.0	14	2024
PIA	8.0	4.0	14	2024
PIA	9.0	4.0	14	2024
PIA	10.0	4.0	14	2024
PIA	11.0	6.0	14	2024
PIA	12.0	7.0	14	2024
PIA	13.0	5.0	14	2024
PIA	14.0	5.0	14	2024
PIA	15.0	5.0	14	2024
PIA	16.0	4.0	14	2024
PIA	17.0	4.0	14	2024
PIA	18.0	4.0	14	2024
PIA	19.0	4.0	14	2024
PIA	20.0	4.0	14	2024
PIA	21.0	3.0	14	2024
PIA	22.0	3.0	14	2024
PIA	23.0	3.0	14	2024
PIA	24.0	3.0	14	2024
PIA	25.0	2.0	14	2024
PIA	26.0	2.0	14	2024
PIA	27.0	1.0	14	2024
PIA	28.0	1.0	14	2024
PIA	29.0	1.0	14	2024
PIA	30.0	1.0	14	2024
PIA	31.0	4.0	14	2024
PIA	32.0	4.0	14	2024
PIA	33.0	4.0	14	2024
PIA	34.0	4.0	14	2024
PIA	35.0	4.0	14	2024
PIA	36.0	3.0	14	2024
PIA	37.0	3.0	14	2024
PIA	38.0	3.0	14	2024
PIA	39.0	3.0	14	2024
PIA	40.0	3.0	14	2024
PIA	41.0	3.0	14	2024
PIA	42.0	3.0	14	2024
PIA	43.0	3.0	14	2024
PIA	44.0	3.0	14	2024
LEC	1.0	1.0	14	2024
LEC	2.0	1.0	14	2024
LEC	3.0	2.0	14	2024
LEC	4.0	2.0	14	2024
LEC	5.0	2.0	14	2024
LEC	6.0	2.0	14	2024
LEC	7.0	2.0	14	2024
LEC	8.0	2.0	14	2024
LEC	9.0	2.0	14	2024
LEC	10.0	2.0	14	2024
LEC	11.0	1.0	14	2024
LEC	12.0	1.0	14	2024
LEC	13.0	4.0	14	2024
LEC	14.0	4.0	14	2024
LEC	15.0	4.0	14	2024
LEC	16.0	3.0	14	2024
LEC	17.0	3.0	14	2024
LEC	18.0	3.0	14	2024
LEC	19.0	3.0	14	2024
LEC	20.0	2.0	14	2024
LEC	21.0	2.0	14	2024
LEC	22.0	2.0	14	2024
LEC	23.0	2.0	14	2024
LEC	24.0	2.0	14	2024
LEC	25.0	3.0	14	2024
LEC	26.0	7.0	14	2024
LEC	27.0	7.0	14	2024
LEC	28.0	6.0	14	2024
LEC	29.0	5.0	14	2024
LEC	30.0	4.0	14	2024
LEC	31.0	3.0	14	2024
LEC	32.0	3.0	14	2024
LEC	33.0	3.0	14	2024
LEC	34.0	3.0	14	2024
LEC	35.0	3.0	14	2024
LEC	36.0	4.0	14	2024
LEC	37.0	4.0	14	2024
LEC	38.0	4.0	14	2024
LEC	39.0	4.0	14	2024
LEC	40.0	4.0	14	2024
LEC	41.0	4.0	14	2024
