Time	Driver	DriverNumber	LapTime	LapNumber	Stint	PitOutTime	PitInTime	Sector1Time	Sector2Time	Sector3Time	Sector1SessionTime	Sector2SessionTime	Sector3SessionTime	SpeedI1	SpeedI2	SpeedFL	SpeedST	IsPersonalBest	Compound	TyreLife	FreshTyre	Team	LapStartTime	LapStartDate	TrackStatus	Position	Deleted	DeletedReason	FastF1Generated	IsAccurate	Year	FP_Name	Round	Session	best_s1	best_s2	best_s3	best_theory_lap	best_theory_lap_diff	SpeedI1_mph	SpeedI2_mph	SpeedFL_mph	SpeedST_mph	LapTime_sec	Sector1Time_sec	Sector2Time_sec	Sector3Time_sec	best_s1_sec	best_s2_sec	best_s3_sec	best_theory_lap_sec	best_theory_lap_diff_sec	raceId	raceId.1	raceId.2	raceId.3	raceId.4	raceId
0 days 01:46:10.499000	HAR	28	0 days 00:01:52.505000	18.0	2.0			0 days 00:00:29.388000	0 days 00:00:44.737000	0 days 00:00:38.380000	0 days 01:44:47.382000	0 days 01:45:32.119000	0 days 01:46:10.499000		173.0	192.0	290.0	True	INTERMEDIATE	6.0	True	Toro Rosso	0 days 01:44:17.994000	2018-10-19 20:29:18.060	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.388000	0 days 00:00:44.669000	0 days 00:00:38.098000	0 days 00:01:52.155000	0 days 00:00:00.350000		107.497183	119.30323200000001	180.19759	112.505	29.388	44.737	38.38	29.388	44.669	38.098	112.155	0.35	994	994	994	994	994	994
0 days 01:43:55.614000	OCO	31	0 days 00:01:55.348000	4.0	1.0			0 days 00:00:29.593000	0 days 00:00:46.278000	0 days 00:00:39.477000	0 days 01:42:29.859000	0 days 01:43:16.137000	0 days 01:43:55.614000	199.0	167.0	179.0	297.0	True	INTERMEDIATE	20.0	False	Racing Point	0 days 01:42:00.266000	2018-10-19 20:27:00.332	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:29.505000	0 days 00:00:46.152000	0 days 00:00:39.477000	0 days 00:01:55.134000	0 days 00:00:00.214000	123.652829	103.768957	111.225409	184.547187	115.348	29.593	46.278	39.477	29.505	46.152	39.477	115.134	0.214	994	994	994	994	994	994
0 days 01:44:33.169000	VER	33	0 days 00:01:49.798000	4.0	1.0			0 days 00:00:28.381000	0 days 00:00:44.211000	0 days 00:00:37.206000	0 days 01:43:11.752000	0 days 01:43:55.963000	0 days 01:44:33.169000	213.0	168.0	188.0	286.0	True	INTERMEDIATE	13.0	False	Red Bull Racing	0 days 01:42:43.371000	2018-10-19 20:27:43.437	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:28.381000	0 days 00:00:44.211000	0 days 00:00:37.206000	0 days 00:01:49.798000	0 days 00:00:00	132.352023	104.390328	116.817748	177.712106	109.798	28.381	44.211	37.206	28.381	44.211	37.206	109.798	0.0	994	994	994	994	994	994
0 days 01:15:58.802000	SIR	35	0 days 00:01:55.446000	2.0	1.0			0 days 00:00:30.701000	0 days 00:00:45.673000	0 days 00:00:39.072000	0 days 01:14:34.057000	0 days 01:15:19.730000	0 days 01:15:58.802000	187.0	167.0	179.0	280.0	True	WET	3.0	False	Williams	0 days 01:14:03.356000	2018-10-19 19:59:03.422	12.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:30.130000	0 days 00:00:45.673000	0 days 00:00:38.861000	0 days 00:01:54.664000	0 days 00:00:00.782000	116.196377	103.768957	111.225409	173.98388	115.446	30.701	45.673	39.072	30.13	45.673	38.861	114.664	0.782	994	994	994	994	994	994
0 days 01:40:32.644000	HAM	44	0 days 00:01:48.716000	2.0	1.0			0 days 00:00:28.393000	0 days 00:00:43.942000	0 days 00:00:36.381000	0 days 01:39:12.321000	0 days 01:39:56.263000	0 days 01:40:32.644000	205.0	175.0	201.0	290.0	True	INTERMEDIATE	7.0	False	Mercedes	0 days 01:38:43.928000	2018-10-19 20:23:43.994	1.0		False		False	True	2018	United States Grand Prix	18	FP2	0 days 00:00:28.393000	0 days 00:00:43.942000	0 days 00:00:36.381000	0 days 00:01:48.716000	0 days 00:00:00	127.381055	108.739925	124.895571	180.19759	108.716	28.393	43.942	36.381	28.393	43.942	36.381	108.716	0.0	994	994	994	994	994	994
0 days 00:45:34.339000	VAN	2	0 days 00:01:36.302000	12.0	2.0			0 days 00:00:25.792000	0 days 00:00:38.619000	0 days 00:00:31.891000	0 days 00:44:23.829000	0 days 00:45:02.448000	0 days 00:45:34.339000	237.0	189.0	206.0	309.0	True	SUPERSOFT	2.0	True	McLaren	0 days 00:43:58.037000	2018-10-20 18:29:17.907	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.596000	0 days 00:00:38.619000	0 days 00:00:31.891000	0 days 00:01:36.106000	0 days 00:00:00.196000	147.264927	117.439119	128.002426	192.003639	96.302	25.792	38.619	31.891	25.596	38.619	31.891	96.106	0.196	994	994	994	994	994	994
0 days 01:12:39.455000	RIC	3	0 days 00:01:34.910000	18.0	4.0			0 days 00:00:25.438000	0 days 00:00:37.868000	0 days 00:00:31.604000	0 days 01:11:29.983000	0 days 01:12:07.851000	0 days 01:12:39.455000	242.0	190.0	195.0	313.0	True	ULTRASOFT	2.0	True	Red Bull Racing	0 days 01:11:04.545000	2018-10-20 18:56:24.415	12.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.438000	0 days 00:00:37.868000	0 days 00:00:31.430000	0 days 00:01:34.736000	0 days 00:00:00.174000	150.371782	118.06049	121.167345	194.489123	94.91	25.438	37.868	31.604	25.438	37.868	31.43	94.736	0.174	994	994	994	994	994	994
0 days 00:56:46.990000	VET	5	0 days 00:01:33.797000	12.0	4.0			0 days 00:00:25.115000	0 days 00:00:37.609000	0 days 00:00:31.073000	0 days 00:55:38.308000	0 days 00:56:15.917000	0 days 00:56:46.990000	243.0	193.0	213.0	323.0	True	ULTRASOFT	2.0	True	Ferrari	0 days 00:55:13.193000	2018-10-20 18:40:33.063	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.106000	0 days 00:00:37.609000	0 days 00:00:31.073000	0 days 00:01:33.788000	0 days 00:00:00.009000	150.993153	119.924603	132.352023	200.702833	93.797	25.115	37.609	31.073	25.106	37.609	31.073	93.788	0.009	994	994	994	994	994	994
0 days 00:55:17.420000	RAI	7	0 days 00:01:33.843000	12.0	4.0			0 days 00:00:24.904000	0 days 00:00:37.444000	0 days 00:00:31.495000	0 days 00:54:08.481000	0 days 00:54:45.925000	0 days 00:55:17.420000	247.0	194.0	214.0	322.0	True	ULTRASOFT	2.0	True	Ferrari	0 days 00:53:43.577000	2018-10-20 18:39:03.447	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:24.904000	0 days 00:00:37.444000	0 days 00:00:31.495000	0 days 00:01:33.843000	0 days 00:00:00	153.478637	120.545974	132.973394	200.08146200000002	93.843	24.904	37.444	31.495	24.904	37.444	31.495	93.843	0.0	994	994	994	994	994	994
0 days 01:09:36.019000	GRO	8	0 days 00:01:35.468000	16.0	3.0			0 days 00:00:25.335000	0 days 00:00:38.136000	0 days 00:00:31.997000	0 days 01:08:25.886000	0 days 01:09:04.022000	0 days 01:09:36.019000	241.0	190.0	204.0	314.0	True	ULTRASOFT	2.0	True	Haas F1 Team	0 days 01:08:00.551000	2018-10-20 18:53:20.421	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.335000	0 days 00:00:38.136000	0 days 00:00:31.791000	0 days 00:01:35.262000	0 days 00:00:00.206000	149.750411	118.06049	126.75968400000001	195.110494	95.468	25.335	38.136	31.997	25.335	38.136	31.791	95.262	0.206	994	994	994	994	994	994
0 days 01:09:47.219000	ERI	9	0 days 00:01:36	18.0	4.0			0 days 00:00:25.696000	0 days 00:00:38.351000	0 days 00:00:31.953000	0 days 01:08:36.915000	0 days 01:09:15.266000	0 days 01:09:47.219000	236.0	192.0	206.0	318.0	True	ULTRASOFT	2.0	True	Sauber	0 days 01:08:11.219000	2018-10-20 18:53:31.089	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.696000	0 days 00:00:38.351000	0 days 00:00:31.881000	0 days 00:01:35.928000	0 days 00:00:00.072000	146.643556	119.30323200000001	128.002426	197.595978	96.0	25.696	38.351	31.953	25.696	38.351	31.881	95.928	0.072	994	994	994	994	994	994
0 days 01:15:41.315000	GAS	10	0 days 00:01:35.713000	26.0	4.0			0 days 00:00:25.641000	0 days 00:00:38.309000	0 days 00:00:31.763000	0 days 01:14:31.243000	0 days 01:15:09.552000	0 days 01:15:41.315000	236.0	192.0	206.0	316.0	True	ULTRASOFT	2.0	True	Toro Rosso	0 days 01:14:05.602000	2018-10-20 18:59:25.472	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.641000	0 days 00:00:38.309000	0 days 00:00:31.763000	0 days 00:01:35.713000	0 days 00:00:00	146.643556	119.30323200000001	128.002426	196.353236	95.713	25.641	38.309	31.763	25.641	38.309	31.763	95.713	0.0	994	994	994	994	994	994
0 days 01:12:03.594000	PER	11	0 days 00:01:35.411000	19.0	3.0			0 days 00:00:25.538000	0 days 00:00:38.028000	0 days 00:00:31.845000	0 days 01:10:53.721000	0 days 01:11:31.749000	0 days 01:12:03.594000	240.0	191.0	202.0	322.0	True	ULTRASOFT	2.0	True	Racing Point	0 days 01:10:28.183000	2018-10-20 18:55:48.053	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.538000	0 days 00:00:38.028000	0 days 00:00:31.776000	0 days 00:01:35.342000	0 days 00:00:00.069000	149.12904	118.681861	125.516942	200.08146200000002	95.411	25.538	38.028	31.845	25.538	38.028	31.776	95.342	0.069	994	994	994	994	994	994
0 days 00:55:33.359000	ALO	14	0 days 00:01:36.332000	12.0	2.0			0 days 00:00:25.711000	0 days 00:00:38.416000	0 days 00:00:32.205000	0 days 00:54:22.738000	0 days 00:55:01.154000	0 days 00:55:33.359000	231.0	191.0	207.0	312.0	True	SUPERSOFT	2.0	True	McLaren	0 days 00:53:57.027000	2018-10-20 18:39:16.897	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.548000	0 days 00:00:38.416000	0 days 00:00:32.205000	0 days 00:01:36.169000	0 days 00:00:00.163000	143.536701	118.681861	128.623797	193.867752	96.332	25.711	38.416	32.205	25.548	38.416	32.205	96.169	0.163	994	994	994	994	994	994
0 days 01:09:22.925000	LEC	16	0 days 00:01:35.365000	18.0	4.0			0 days 00:00:25.508000	0 days 00:00:38.143000	0 days 00:00:31.714000	0 days 01:08:13.068000	0 days 01:08:51.211000	0 days 01:09:22.925000	239.0	192.0	209.0	319.0	True	ULTRASOFT	2.0	True	Sauber	0 days 01:07:47.560000	2018-10-20 18:53:07.430	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.490000	0 days 00:00:38.143000	0 days 00:00:31.714000	0 days 00:01:35.347000	0 days 00:00:00.018000	148.507669	119.30323200000001	129.866539	198.217349	95.365	25.508	38.143	31.714	25.49	38.143	31.714	95.347	0.018	994	994	994	994	994	994
0 days 01:11:36.909000	STR	18	0 days 00:01:36.188000	18.0	4.0			0 days 00:00:25.760000	0 days 00:00:38.062000	0 days 00:00:32.366000	0 days 01:10:26.481000	0 days 01:11:04.543000	0 days 01:11:36.909000	233.0	193.0	204.0	314.0	True	ULTRASOFT	2.0	True	Williams	0 days 01:10:00.721000	2018-10-20 18:55:20.591	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.760000	0 days 00:00:38.062000	0 days 00:00:32.222000	0 days 00:01:36.044000	0 days 00:00:00.144000	144.77944300000001	119.924603	126.75968400000001	195.110494	96.188	25.76	38.062	32.366	25.76	38.062	32.222	96.044	0.144	994	994	994	994	994	994
0 days 01:08:35.999000	MAG	20	0 days 00:01:35.770000	15.0	3.0			0 days 00:00:25.432000	0 days 00:00:38.349000	0 days 00:00:31.989000	0 days 01:07:25.661000	0 days 01:08:04.010000	0 days 01:08:35.999000	237.0	191.0	205.0	313.0	True	ULTRASOFT	2.0	True	Haas F1 Team	0 days 01:07:00.229000	2018-10-20 18:52:20.099	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.432000	0 days 00:00:38.349000	0 days 00:00:31.989000	0 days 00:01:35.770000	0 days 00:00:00	147.264927	118.681861	127.381055	194.489123	95.77	25.432	38.349	31.989	25.432	38.349	31.989	95.77	0.0	994	994	994	994	994	994
0 days 01:10:41.830000	HUL	27	0 days 00:01:35.882000	16.0	3.0			0 days 00:00:25.826000	0 days 00:00:38.330000	0 days 00:00:31.726000	0 days 01:09:31.774000	0 days 01:10:10.104000	0 days 01:10:41.830000	237.0	191.0	205.0	314.0	True	ULTRASOFT	2.0	True	Renault	0 days 01:09:05.948000	2018-10-20 18:54:25.818	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.748000	0 days 00:00:38.110000	0 days 00:00:31.632000	0 days 00:01:35.490000	0 days 00:00:00.392000	147.264927	118.681861	127.381055	195.110494	95.882	25.826	38.33	31.726	25.748	38.11	31.632	95.49	0.392	994	994	994	994	994	994
0 days 01:00:05.820000	HAR	28	0 days 00:01:36.330000	19.0	4.0			0 days 00:00:25.912000	0 days 00:00:38.553000	0 days 00:00:31.865000	0 days 00:58:55.402000	0 days 00:59:33.955000	0 days 01:00:05.820000	236.0	188.0	207.0	318.0	True	ULTRASOFT	2.0	True	Toro Rosso	0 days 00:58:29.490000	2018-10-20 18:43:49.360	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.806000	0 days 00:00:38.423000	0 days 00:00:31.865000	0 days 00:01:36.094000	0 days 00:00:00.236000	146.643556	116.817748	128.623797	197.595978	96.33	25.912	38.553	31.865	25.806	38.423	31.865	96.094	0.236	994	994	994	994	994	994
0 days 00:48:58.191000	OCO	31	0 days 00:01:35.562000	12.0	2.0			0 days 00:00:25.550000	0 days 00:00:38.098000	0 days 00:00:31.914000	0 days 00:47:48.179000	0 days 00:48:26.277000	0 days 00:48:58.191000	239.0	191.0	208.0	316.0	True	ULTRASOFT	2.0	True	Racing Point	0 days 00:47:22.629000	2018-10-20 18:32:42.499	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.386000	0 days 00:00:38.098000	0 days 00:00:31.901000	0 days 00:01:35.385000	0 days 00:00:00.177000	148.507669	118.681861	129.245168	196.353236	95.562	25.55	38.098	31.914	25.386	38.098	31.901	95.385	0.177	994	994	994	994	994	994
0 days 01:11:51.013000	VER	33	0 days 00:01:34.703000	19.0	4.0			0 days 00:00:25.376000	0 days 00:00:37.812000	0 days 00:00:31.515000	0 days 01:10:41.686000	0 days 01:11:19.498000	0 days 01:11:51.013000	238.0	189.0	199.0	313.0	True	ULTRASOFT	2.0	True	Red Bull Racing	0 days 01:10:16.310000	2018-10-20 18:55:36.180	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.376000	0 days 00:00:37.812000	0 days 00:00:31.515000	0 days 00:01:34.703000	0 days 00:00:00	147.886298	117.439119	123.652829	194.489123	94.703	25.376	37.812	31.515	25.376	37.812	31.515	94.703	0.0	994	994	994	994	994	994
0 days 01:09:00.927000	SIR	35	0 days 00:01:36.193000	17.0	3.0			0 days 00:00:25.802000	0 days 00:00:38.449000	0 days 00:00:31.942000	0 days 01:07:50.536000	0 days 01:08:28.985000	0 days 01:09:00.927000	242.0	187.0	206.0	312.0	True	ULTRASOFT	2.0	True	Williams	0 days 01:07:24.734000	2018-10-20 18:52:44.604	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.701000	0 days 00:00:38.449000	0 days 00:00:31.942000	0 days 00:01:36.092000	0 days 00:00:00.101000	150.371782	116.196377	128.002426	193.867752	96.193	25.802	38.449	31.942	25.701	38.449	31.942	96.092	0.101	994	994	994	994	994	994
0 days 01:12:55.303000	HAM	44	0 days 00:01:33.870000	21.0	4.0			0 days 00:00:24.991000	0 days 00:00:37.373000	0 days 00:00:31.506000	0 days 01:11:46.424000	0 days 01:12:23.797000	0 days 01:12:55.303000	247.0	191.0	208.0	319.0	True	ULTRASOFT	2.0	True	Mercedes	0 days 01:11:21.433000	2018-10-20 18:56:41.303	12.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:24.991000	0 days 00:00:37.373000	0 days 00:00:31.356000	0 days 00:01:33.720000	0 days 00:00:00.150000	153.478637	118.681861	129.245168	198.217349	93.87	24.991	37.373	31.506	24.991	37.373	31.356	93.72	0.15	994	994	994	994	994	994
0 days 01:12:45.441000	SAI	55	0 days 00:01:35.450000	19.0	3.0			0 days 00:00:25.641000	0 days 00:00:38.192000	0 days 00:00:31.617000	0 days 01:11:35.632000	0 days 01:12:13.824000	0 days 01:12:45.441000	240.0	190.0	209.0	316.0	True	ULTRASOFT	2.0	True	Renault	0 days 01:11:09.991000	2018-10-20 18:56:29.861	12.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.641000	0 days 00:00:38.192000	0 days 00:00:31.617000	0 days 00:01:35.450000	0 days 00:00:00	149.12904	118.06049	129.866539	196.353236	95.45	25.641	38.192	31.617	25.641	38.192	31.617	95.45	0.0	994	994	994	994	994	994
0 days 00:47:31.689000	BOT	77	0 days 00:01:34.556000	13.0	3.0			0 days 00:00:25.312000	0 days 00:00:37.846000	0 days 00:00:31.398000	0 days 00:46:22.445000	0 days 00:47:00.291000	0 days 00:47:31.689000	243.0	189.0	208.0	316.0	True	SUPERSOFT	2.0	True	Mercedes	0 days 00:45:57.133000	2018-10-20 18:31:17.003	1.0		False		False	True	2018	United States Grand Prix	18	FP3	0 days 00:00:25.312000	0 days 00:00:37.680000	0 days 00:00:31.398000	0 days 00:01:34.390000	0 days 00:00:00.166000	150.993153	117.439119	129.245168	196.353236	94.556	25.312	37.846	31.398	25.312	37.68	31.398	94.39	0.166	994	994	994	994	994	994
0 days 01:11:15.453000	VAN	2	0 days 00:01:19.096000	12.0	3.0			0 days 00:00:28.049000	0 days 00:00:30.488000	0 days 00:00:20.559000	0 days 01:10:24.406000	0 days 01:10:54.894000	0 days 01:11:15.453000	311.0	285.0	250.0	336.0	True	HYPERSOFT	2.0	True	McLaren	0 days 01:09:56.357000	2018-10-26 19:54:56.464	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:28.049000	0 days 00:00:30.488000	0 days 00:00:20.559000	0 days 00:01:19.096000	0 days 00:00:00	193.246381	177.090735	155.34275	208.780656	79.096	28.049	30.488	20.559	28.049	30.488	20.559	79.096	0.0	995	995	995	995	995	995
0 days 01:02:26.849000	RIC	3	0 days 00:01:16.873000	8.0	2.0			0 days 00:00:27.502000	0 days 00:00:29.534000	0 days 00:00:19.837000	0 days 01:01:37.478000	0 days 01:02:07.012000	0 days 01:02:26.849000	311.0	288.0	253.0	335.0	True	HYPERSOFT	2.0	True	Red Bull Racing	0 days 01:01:09.976000	2018-10-26 19:46:10.083	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.502000	0 days 00:00:29.534000	0 days 00:00:19.837000	0 days 00:01:16.873000	0 days 00:00:00	193.246381	178.954848	157.206863	208.159285	76.873	27.502	29.534	19.837	27.502	29.534	19.837	76.873	0.0	995	995	995	995	995	995
0 days 00:49:08.617000	VET	5	0 days 00:01:17.954000	10.0	3.0			0 days 00:00:27.270000	0 days 00:00:29.788000	0 days 00:00:20.896000	0 days 00:48:17.933000	0 days 00:48:47.721000	0 days 00:49:08.617000	320.0	291.0	257.0	345.0	True	HYPERSOFT	2.0	True	Ferrari	0 days 00:47:50.663000	2018-10-26 19:32:50.770	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.270000	0 days 00:00:29.788000	0 days 00:00:20.494000	0 days 00:01:17.552000	0 days 00:00:00.402000	198.83872	180.818961	159.692347	214.372995	77.954	27.27	29.788	20.896	27.27	29.788	20.494	77.552	0.402	995	995	995	995	995	995
0 days 00:52:39.897000	RAI	7	0 days 00:01:18.133000	13.0	3.0			0 days 00:00:27.427000	0 days 00:00:30.400000	0 days 00:00:20.306000	0 days 00:51:49.191000	0 days 00:52:19.591000	0 days 00:52:39.897000	319.0	292.0	258.0	345.0	True	HYPERSOFT	3.0	True	Ferrari	0 days 00:51:21.764000	2018-10-26 19:36:21.871	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.427000	0 days 00:00:30.400000	0 days 00:00:20.306000	0 days 00:01:18.133000	0 days 00:00:00	198.217349	181.440332	160.313718	214.372995	78.133	27.427	30.4	20.306	27.427	30.4	20.306	78.133	0.0	995	995	995	995	995	995
0 days 00:53:29.547000	GRO	8	0 days 00:01:18.733000	11.0	2.0			0 days 00:00:27.727000	0 days 00:00:30.597000	0 days 00:00:20.409000	0 days 00:52:38.541000	0 days 00:53:09.138000	0 days 00:53:29.547000	312.0	285.0	252.0	338.0	True	HYPERSOFT	2.0	True	Haas F1 Team	0 days 00:52:10.814000	2018-10-26 19:37:10.921	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.686000	0 days 00:00:30.434000	0 days 00:00:20.409000	0 days 00:01:18.529000	0 days 00:00:00.204000	193.867752	177.090735	156.585492	210.02339800000001	78.733	27.727	30.597	20.409	27.686	30.434	20.409	78.529	0.204	995	995	995	995	995	995
0 days 00:57:47.239000	ERI	9	0 days 00:01:19.322000	15.0	2.0			0 days 00:00:27.813000	0 days 00:00:30.873000	0 days 00:00:20.636000	0 days 00:56:55.730000	0 days 00:57:26.603000	0 days 00:57:47.239000	315.0	288.0	251.0	345.0	True	HYPERSOFT	6.0	True	Sauber	0 days 00:56:27.917000	2018-10-26 19:41:28.024	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.813000	0 days 00:00:30.873000	0 days 00:00:20.636000	0 days 00:01:19.322000	0 days 00:00:00	195.731865	178.954848	155.964121	214.372995	79.322	27.813	30.873	20.636	27.813	30.873	20.636	79.322	0.0	995	995	995	995	995	995
0 days 01:00:15.359000	GAS	10	0 days 00:01:19.047000	11.0	3.0			0 days 00:00:27.948000	0 days 00:00:30.593000	0 days 00:00:20.506000	0 days 00:59:24.260000	0 days 00:59:54.853000	0 days 01:00:15.359000	307.0	280.0	246.0	338.0	True	HYPERSOFT	2.0	True	Toro Rosso	0 days 00:58:56.312000	2018-10-26 19:43:56.419	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.948000	0 days 00:00:30.593000	0 days 00:00:20.396000	0 days 00:01:18.937000	0 days 00:00:00.110000	190.760897	173.98388	152.857266	210.02339800000001	79.047	27.948	30.593	20.506	27.948	30.593	20.396	78.937	0.11	995	995	995	995	995	995
0 days 00:55:04.137000	PER	11	0 days 00:01:18.167000	5.0	2.0			0 days 00:00:27.661000	0 days 00:00:30.317000	0 days 00:00:20.189000	0 days 00:54:13.631000	0 days 00:54:43.948000	0 days 00:55:04.137000	312.0	284.0	251.0	343.0	True	HYPERSOFT	2.0	True	Racing Point	0 days 00:53:45.970000	2018-10-26 19:38:46.077	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.661000	0 days 00:00:30.297000	0 days 00:00:20.189000	0 days 00:01:18.147000	0 days 00:00:00.020000	193.867752	176.469364	155.964121	213.130253	78.167	27.661	30.317	20.189	27.661	30.297	20.189	78.147	0.02	995	995	995	995	995	995
0 days 01:02:05.258000	ALO	14	0 days 00:01:19.543000	12.0	3.0			0 days 00:00:27.980000	0 days 00:00:30.639000	0 days 00:00:20.924000	0 days 01:01:13.695000	0 days 01:01:44.334000	0 days 01:02:05.258000	308.0	279.0	250.0	331.0	True	HYPERSOFT	2.0	True	McLaren	0 days 01:00:45.715000	2018-10-26 19:45:45.822	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.980000	0 days 00:00:30.639000	0 days 00:00:20.915000	0 days 00:01:19.534000	0 days 00:00:00.009000	191.382268	173.362509	155.34275	205.673801	79.543	27.98	30.639	20.924	27.98	30.639	20.915	79.534	0.009	995	995	995	995	995	995
0 days 00:50:58.836000	LEC	16	0 days 00:01:19.024000	12.0	2.0			0 days 00:00:27.735000	0 days 00:00:30.689000	0 days 00:00:20.600000	0 days 00:50:07.547000	0 days 00:50:38.236000	0 days 00:50:58.836000	313.0	287.0	252.0	341.0	True	HYPERSOFT	2.0	True	Sauber	0 days 00:49:39.812000	2018-10-26 19:34:39.919	1.0		False		False	True	2018	Mexican Grand Prix	19	FP2	0 days 00:00:27.735000	0 days 00:00:30.689000	0 days 00:00:20.600000	0 days 00:01:19.024000	0 days 00:00:00	194.489123	178.333477	156.585492	211.887511	79.024	27.735	30.689	20.6	27.735	30.689	20.6	79.024	0.0	995	995	995	995	995	995
