Time	Driver	DriverNumber	LapTime	LapNumber	Stint	PitOutTime	PitInTime	Sector1Time	Sector2Time	Sector3Time	Sector1SessionTime	Sector2SessionTime	Sector3SessionTime	SpeedI1	SpeedI2	SpeedFL	SpeedST	IsPersonalBest	Compound	TyreLife	FreshTyre	Team	LapStartTime	LapStartDate	TrackStatus	Position	Deleted	DeletedReason	FastF1Generated	IsAccurate	Year	FP_Name	Round	Session	best_s1	best_s2	best_s3	best_theory_lap	best_theory_lap_diff	SpeedI1_mph	SpeedI2_mph	SpeedFL_mph	SpeedST_mph	LapTime_sec	Sector1Time_sec	Sector2Time_sec	Sector3Time_sec	best_s1_sec	best_s2_sec	best_s3_sec	best_theory_lap_sec	best_theory_lap_diff_sec	raceId	raceId.1	raceId.2	raceId.3	raceId.4	raceId
0 days 01:06:20.251000	BOT	77	0 days 00:01:22.310000	15.0	4.0			0 days 00:00:26.771000	0 days 00:00:27.637000	0 days 00:00:27.902000	0 days 01:05:24.712000	0 days 01:05:52.349000	0 days 01:06:20.251000	253.0	273.0	319.0	319.0	True	SOFT	5.0	True	Mercedes	0 days 01:04:57.941000	2021-11-20 11:49:57.951	1.0		False		False	True	2021	Qatar Grand Prix	20	FP3	0 days 00:00:26.737000	0 days 00:00:27.637000	0 days 00:00:27.902000	0 days 00:01:22.276000	0 days 00:00:00.034000	157.206863	169.634283	198.217349	198.217349	82.31	26.771	27.637	27.902	26.737	27.637	27.902	82.276	0.034	1055	1055	1055	1055	1055	1055
0 days 01:14:48.787000	GIO	99	0 days 00:01:24.288000	16.0	3.0			0 days 00:00:27.627000	0 days 00:00:28.231000	0 days 00:00:28.430000	0 days 01:13:52.126000	0 days 01:14:20.357000	0 days 01:14:48.787000	246.0	278.0	316.0	322.0	True	SOFT	8.0	True	Alfa Romeo Racing	0 days 01:13:24.499000	2021-11-20 11:58:24.509	1.0		False		False	True	2021	Qatar Grand Prix	20	FP3	0 days 00:00:27.627000	0 days 00:00:28.231000	0 days 00:00:28.378000	0 days 00:01:24.236000	0 days 00:00:00.052000	152.857266	172.741138	196.353236	200.08146200000002	84.288	27.627	28.231	28.43	27.627	28.231	28.378	84.236	0.052	1055	1055	1055	1055	1055	1055
0 days 01:01:59.627000	RIC	3	0 days 00:01:30.608000	19.0	3.0			0 days 00:00:33.025000	0 days 00:00:28.936000	0 days 00:00:28.647000	0 days 01:01:02.044000	0 days 01:01:30.980000	0 days 01:01:59.627000	286.0	308.0	300.0	317.0	True	SOFT	10.0	False	McLaren	0 days 01:00:29.019000	2021-12-03 14:17:15.470	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.025000	0 days 00:00:28.936000	0 days 00:00:28.556000	0 days 00:01:30.517000	0 days 00:00:00.091000	177.712106	191.382268	186.4113	196.974607	90.608	33.025	28.936	28.647	33.025	28.936	28.556	90.517	0.091	1056	1056	1056	1056	1056	1056
0 days 00:48:17.313000	NOR	4	0 days 00:01:31.029000	13.0	3.0			0 days 00:00:33.253000	0 days 00:00:29.173000	0 days 00:00:28.603000	0 days 00:47:19.537000	0 days 00:47:48.710000	0 days 00:48:17.313000	284.0	310.0	292.0	321.0	True	SOFT	3.0	True	McLaren	0 days 00:46:46.284000	2021-12-03 14:03:32.735	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.253000	0 days 00:00:29.043000	0 days 00:00:28.571000	0 days 00:01:30.867000	0 days 00:00:00.162000	176.469364	192.62501	181.440332	199.460091	91.029	33.253	29.173	28.603	33.253	29.043	28.571	90.867	0.162	1056	1056	1056	1056	1056	1056
0 days 00:52:03.946000	VET	5	0 days 00:01:30.886000	16.0	2.0			0 days 00:00:33.299000	0 days 00:00:29.088000	0 days 00:00:28.499000	0 days 00:51:06.359000	0 days 00:51:35.447000	0 days 00:52:03.946000	281.0	314.0	293.0	319.0	True	SOFT	5.0	True	Aston Martin	0 days 00:50:33.060000	2021-12-03 14:07:19.511	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.299000	0 days 00:00:29.088000	0 days 00:00:28.499000	0 days 00:01:30.886000	0 days 00:00:00	174.605251	195.110494	182.061703	198.217349	90.886	33.299	29.088	28.499	33.299	29.088	28.499	90.886	0.0	1056	1056	1056	1056	1056	1056
0 days 00:46:56.200000	LAT	6	0 days 00:01:31.821000	13.0	2.0			0 days 00:00:33.769000	0 days 00:00:29.249000	0 days 00:00:28.803000	0 days 00:45:58.148000	0 days 00:46:27.397000	0 days 00:46:56.200000	283.0	315.0	294.0	321.0	True	SOFT	4.0	True	Williams	0 days 00:45:24.379000	2021-12-03 14:02:10.830	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.680000	0 days 00:00:29.200000	0 days 00:00:28.803000	0 days 00:01:31.683000	0 days 00:00:00.138000	175.847993	195.731865	182.683074	199.460091	91.821	33.769	29.249	28.803	33.68	29.2	28.803	91.683	0.138	1056	1056	1056	1056	1056	1056
0 days 01:09:27.206000	RAI	7	0 days 00:01:31.296000	22.0	3.0			0 days 00:00:33.327000	0 days 00:00:29.193000	0 days 00:00:28.776000	0 days 01:08:29.237000	0 days 01:08:58.430000	0 days 01:09:27.206000	281.0	318.0	296.0	323.0	True	SOFT	12.0	False	Alfa Romeo Racing	0 days 01:07:55.910000	2021-12-03 14:24:42.361	12.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.327000	0 days 00:00:29.193000	0 days 00:00:28.776000	0 days 00:01:31.296000	0 days 00:00:00	174.605251	197.595978	183.925816	200.702833	91.296	33.327	29.193	28.776	33.327	29.193	28.776	91.296	0.0	1056	1056	1056	1056	1056	1056
0 days 00:57:25.537000	MAZ	9	0 days 00:01:33.464000	18.0	2.0			0 days 00:00:34.468000	0 days 00:00:29.720000	0 days 00:00:29.276000	0 days 00:56:26.541000	0 days 00:56:56.261000	0 days 00:57:25.537000	281.0	316.0	300.0	324.0	True	SOFT	6.0	True	Haas F1 Team	0 days 00:55:52.073000	2021-12-03 14:12:38.524	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:34.468000	0 days 00:00:29.695000	0 days 00:00:29.154000	0 days 00:01:33.317000	0 days 00:00:00.147000	174.605251	196.353236	186.4113	201.324204	93.464	34.468	29.72	29.276	34.468	29.695	29.154	93.317	0.147	1056	1056	1056	1056	1056	1056
0 days 00:57:11.680000	GAS	10	0 days 00:01:30.263000	19.0	3.0			0 days 00:00:32.945000	0 days 00:00:28.821000	0 days 00:00:28.497000	0 days 00:56:14.362000	0 days 00:56:43.183000	0 days 00:57:11.680000	283.0	313.0	296.0	319.0	True	SOFT	7.0	False	AlphaTauri	0 days 00:55:41.417000	2021-12-03 14:12:27.868	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:32.945000	0 days 00:00:28.789000	0 days 00:00:28.497000	0 days 00:01:30.231000	0 days 00:00:00.032000	175.847993	194.489123	183.925816	198.217349	90.263	32.945	28.821	28.497	32.945	28.789	28.497	90.231	0.032	1056	1056	1056	1056	1056	1056
0 days 01:07:01.153000	PER	11	0 days 00:01:30.960000	23.0	4.0			0 days 00:00:33.053000	0 days 00:00:29.309000	0 days 00:00:28.598000	0 days 01:06:03.246000	0 days 01:06:32.555000	0 days 01:07:01.153000	285.0	312.0	295.0	318.0	True	SOFT	11.0	False	Red Bull Racing	0 days 01:05:30.193000	2021-12-03 14:22:16.644	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.053000	0 days 00:00:29.203000	0 days 00:00:28.598000	0 days 00:01:30.854000	0 days 00:00:00.106000	177.090735	193.867752	183.30444500000002	197.595978	90.96	33.053	29.309	28.598	33.053	29.203	28.598	90.854	0.106	1056	1056	1056	1056	1056	1056
0 days 01:03:24.504000	ALO	14	0 days 00:01:30.842000	18.0	3.0			0 days 00:00:33.268000	0 days 00:00:29.011000	0 days 00:00:28.563000	0 days 01:02:26.930000	0 days 01:02:55.941000	0 days 01:03:24.504000	282.0	315.0	293.0	322.0	True	HARD	4.0	True	Alpine	0 days 01:01:53.662000	2021-12-03 14:18:40.113	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.268000	0 days 00:00:29.011000	0 days 00:00:28.563000	0 days 00:01:30.842000	0 days 00:00:00	175.226622	195.731865	182.061703	200.08146200000002	90.842	33.268	29.011	28.563	33.268	29.011	28.563	90.842	0.0	1056	1056	1056	1056	1056	1056
0 days 00:52:20.137000	LEC	16	0 days 00:01:30.600000	15.0	3.0			0 days 00:00:32.932000	0 days 00:00:29.150000	0 days 00:00:28.518000	0 days 00:51:22.469000	0 days 00:51:51.619000	0 days 00:52:20.137000	285.0	317.0	301.0	321.0	True	SOFT	3.0	True	Ferrari	0 days 00:50:49.537000	2021-12-03 14:07:35.988	12.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:32.932000	0 days 00:00:29.028000	0 days 00:00:28.518000	0 days 00:01:30.478000	0 days 00:00:00.122000	177.090735	196.974607	187.032671	199.460091	90.6	32.932	29.15	28.518	32.932	29.028	28.518	90.478	0.122	1056	1056	1056	1056	1056	1056
0 days 00:59:03.110000	STR	18	0 days 00:01:31.044000	18.0	2.0			0 days 00:00:33.324000	0 days 00:00:28.929000	0 days 00:00:28.791000	0 days 00:58:05.390000	0 days 00:58:34.319000	0 days 00:59:03.110000	281.0	310.0	292.0	317.0	True	SOFT	8.0	True	Aston Martin	0 days 00:57:32.066000	2021-12-03 14:14:18.517	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.324000	0 days 00:00:28.929000	0 days 00:00:28.791000	0 days 00:01:31.044000	0 days 00:00:00	174.605251	192.62501	181.440332	196.974607	91.044	33.324	28.929	28.791	33.324	28.929	28.791	91.044	0.0	1056	1056	1056	1056	1056	1056
0 days 00:55:58.235000	TSU	22	0 days 00:01:31.099000	17.0	2.0			0 days 00:00:33.251000	0 days 00:00:29.071000	0 days 00:00:28.777000	0 days 00:55:00.387000	0 days 00:55:29.458000	0 days 00:55:58.235000	283.0	314.0	292.0	320.0	True	SOFT	6.0	True	AlphaTauri	0 days 00:54:27.136000	2021-12-03 14:11:13.587	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.215000	0 days 00:00:29.071000	0 days 00:00:28.777000	0 days 00:01:31.063000	0 days 00:00:00.036000	175.847993	195.110494	181.440332	198.83872	91.099	33.251	29.071	28.777	33.215	29.071	28.777	91.063	0.036	1056	1056	1056	1056	1056	1056
0 days 01:12:39.221000	OCO	31	0 days 00:01:31.023000	26.0	4.0			0 days 00:00:33.132000	0 days 00:00:29.244000	0 days 00:00:28.647000	0 days 01:11:41.330000	0 days 01:12:10.574000	0 days 01:12:39.221000	283.0	312.0	297.0	317.0	True	HARD	9.0	False	Alpine	0 days 01:11:08.198000	2021-12-03 14:27:54.649	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.132000	0 days 00:00:29.195000	0 days 00:00:28.647000	0 days 00:01:30.974000	0 days 00:00:00.049000	175.847993	193.867752	184.547187	196.974607	91.023	33.132	29.244	28.647	33.132	29.195	28.647	90.974	0.049	1056	1056	1056	1056	1056	1056
0 days 01:13:01.705000	VER	33	0 days 00:01:29.842000	20.0	5.0			0 days 00:00:32.765000	0 days 00:00:28.742000	0 days 00:00:28.335000	0 days 01:12:04.628000	0 days 01:12:33.370000	0 days 01:13:01.705000	284.0	312.0	301.0	320.0	True	SOFT	8.0	False	Red Bull Racing	0 days 01:11:31.863000	2021-12-03 14:28:18.314	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:32.765000	0 days 00:00:28.742000	0 days 00:00:28.189000	0 days 00:01:29.696000	0 days 00:00:00.146000	176.469364	193.867752	187.032671	198.83872	89.842	32.765	28.742	28.335	32.765	28.742	28.189	89.696	0.146	1056	1056	1056	1056	1056	1056
0 days 00:57:56.937000	HAM	44	0 days 00:01:29.786000	14.0	3.0			0 days 00:00:32.907000	0 days 00:00:28.660000	0 days 00:00:28.219000	0 days 00:57:00.058000	0 days 00:57:28.718000	0 days 00:57:56.937000	287.0	318.0	293.0	321.0	True	SOFT	4.0	False	Mercedes	0 days 00:56:27.151000	2021-12-03 14:13:13.602	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:32.907000	0 days 00:00:28.660000	0 days 00:00:28.219000	0 days 00:01:29.786000	0 days 00:00:00	178.333477	197.595978	182.061703	199.460091	89.786	32.907	28.66	28.219	32.907	28.66	28.219	89.786	0.0	1056	1056	1056	1056	1056	1056
0 days 00:57:19.766000	MSC	47	0 days 00:01:31.525000	17.0	2.0			0 days 00:00:33.566000	0 days 00:00:29.229000	0 days 00:00:28.730000	0 days 00:56:21.807000	0 days 00:56:51.036000	0 days 00:57:19.766000	285.0	316.0	306.0	324.0	True	SOFT	7.0	True	Haas F1 Team	0 days 00:55:48.241000	2021-12-03 14:12:34.692	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.566000	0 days 00:00:29.229000	0 days 00:00:28.702000	0 days 00:01:31.497000	0 days 00:00:00.028000	177.090735	196.353236	190.139526	201.324204	91.525	33.566	29.229	28.73	33.566	29.229	28.702	91.497	0.028	1056	1056	1056	1056	1056	1056
0 days 00:52:29.423000	SAI	55	0 days 00:01:30.564000	15.0	3.0			0 days 00:00:32.884000	0 days 00:00:29.085000	0 days 00:00:28.595000	0 days 00:51:31.743000	0 days 00:52:00.828000	0 days 00:52:29.423000	285.0	315.0	297.0	323.0	True	SOFT	4.0	True	Ferrari	0 days 00:50:58.859000	2021-12-03 14:07:45.310	12.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:32.884000	0 days 00:00:29.085000	0 days 00:00:28.595000	0 days 00:01:30.564000	0 days 00:00:00	177.090735	195.731865	184.547187	200.702833	90.564	32.884	29.085	28.595	32.884	29.085	28.595	90.564	0.0	1056	1056	1056	1056	1056	1056
0 days 00:51:55.346000	RUS	63	0 days 00:01:31.343000	16.0	2.0			0 days 00:00:33.497000	0 days 00:00:29.028000	0 days 00:00:28.818000	0 days 00:50:57.500000	0 days 00:51:26.528000	0 days 00:51:55.346000	285.0	316.0	295.0	321.0	True	SOFT	5.0	True	Williams	0 days 00:50:24.003000	2021-12-03 14:07:10.454	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:33.497000	0 days 00:00:29.028000	0 days 00:00:28.818000	0 days 00:01:31.343000	0 days 00:00:00	177.090735	196.353236	183.30444500000002	199.460091	91.343	33.497	29.028	28.818	33.497	29.028	28.818	91.343	0.0	1056	1056	1056	1056	1056	1056
0 days 00:52:54.908000	BOT	77	0 days 00:01:30.009000	14.0	2.0			0 days 00:00:32.847000	0 days 00:00:28.791000	0 days 00:00:28.371000	0 days 00:51:57.746000	0 days 00:52:26.537000	0 days 00:52:54.908000	287.0	316.0	293.0	322.0	True	SOFT	5.0	True	Mercedes	0 days 00:51:24.899000	2021-12-03 14:08:11.350	12.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:32.812000	0 days 00:00:28.791000	0 days 00:00:28.371000	0 days 00:01:29.974000	0 days 00:00:00.035000	178.333477	196.353236	182.061703	200.08146200000002	90.009	32.847	28.791	28.371	32.812	28.791	28.371	89.974	0.035	1056	1056	1056	1056	1056	1056
0 days 00:59:07.815000	GIO	99	0 days 00:01:30.318000	19.0	3.0			0 days 00:00:32.962000	0 days 00:00:28.879000	0 days 00:00:28.477000	0 days 00:58:10.459000	0 days 00:58:39.338000	0 days 00:59:07.815000	283.0	318.0	298.0	325.0	True	SOFT	8.0	True	Alfa Romeo Racing	0 days 00:57:37.497000	2021-12-03 14:14:23.948	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP1	0 days 00:00:32.962000	0 days 00:00:28.879000	0 days 00:00:28.477000	0 days 00:01:30.318000	0 days 00:00:00	175.847993	197.595978	185.168558	201.945575	90.318	32.962	28.879	28.477	32.962	28.879	28.477	90.318	0.0	1056	1056	1056	1056	1056	1056
0 days 00:30:50.513000	RIC	3	0 days 00:01:29.968000	8.0	1.0			0 days 00:00:33.018000	0 days 00:00:28.765000	0 days 00:00:28.185000	0 days 00:29:53.563000	0 days 00:30:22.328000	0 days 00:30:50.513000	289.0	321.0	304.0	326.0	True	HARD	8.0	True	McLaren	0 days 00:29:20.545000	2021-12-03 17:14:21.087	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:33.018000	0 days 00:00:28.765000	0 days 00:00:28.185000	0 days 00:01:29.968000	0 days 00:00:00	179.576219	199.460091	188.896784	202.566946	89.968	33.018	28.765	28.185	33.018	28.765	28.185	89.968	0.0	1056	1056	1056	1056	1056	1056
0 days 00:40:57.428000	NOR	4	0 days 00:01:30.004000	9.0	2.0			0 days 00:00:32.755000	0 days 00:00:28.971000	0 days 00:00:28.278000	0 days 00:40:00.179000	0 days 00:40:29.150000	0 days 00:40:57.428000	285.0	309.0	305.0	318.0	True	SOFT	9.0	False	McLaren	0 days 00:39:27.424000	2021-12-03 17:24:27.966	12.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.755000	0 days 00:00:28.830000	0 days 00:00:28.260000	0 days 00:01:29.845000	0 days 00:00:00.159000	177.090735	192.003639	189.518155	197.595978	90.004	32.755	28.971	28.278	32.755	28.83	28.26	89.845	0.159	1056	1056	1056	1056	1056	1056
0 days 00:43:34.579000	VET	5	0 days 00:01:30.502000	11.0	2.0			0 days 00:00:33.005000	0 days 00:00:29.050000	0 days 00:00:28.447000	0 days 00:42:37.082000	0 days 00:43:06.132000	0 days 00:43:34.579000	287.0	312.0	298.0	322.0	True	SOFT	4.0	True	Aston Martin	0 days 00:42:04.077000	2021-12-03 17:27:04.619	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:33.005000	0 days 00:00:28.875000	0 days 00:00:28.438000	0 days 00:01:30.318000	0 days 00:00:00.184000	178.333477	193.867752	185.168558	200.08146200000002	90.502	33.005	29.05	28.447	33.005	28.875	28.438	90.318	0.184	1056	1056	1056	1056	1056	1056
0 days 00:23:52.479000	LAT	6	0 days 00:01:31.039000	4.0	1.0			0 days 00:00:33.488000	0 days 00:00:29.115000	0 days 00:00:28.436000	0 days 00:22:54.928000	0 days 00:23:24.043000	0 days 00:23:52.479000	289.0	319.0	307.0	326.0	True	MEDIUM	4.0	True	Williams	0 days 00:22:21.440000	2021-12-03 17:07:21.982	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:33.414000	0 days 00:00:29.115000	0 days 00:00:28.436000	0 days 00:01:30.965000	0 days 00:00:00.074000	179.576219	198.217349	190.760897	202.566946	91.039	33.488	29.115	28.436	33.414	29.115	28.436	90.965	0.074	1056	1056	1056	1056	1056	1056
0 days 00:52:58.448000	RAI	7	0 days 00:01:30.276000	17.0	2.0			0 days 00:00:32.955000	0 days 00:00:29.010000	0 days 00:00:28.311000	0 days 00:52:01.127000	0 days 00:52:30.137000	0 days 00:52:58.448000	284.0	314.0	295.0	319.0	True	SOFT	8.0	True	Alfa Romeo Racing	0 days 00:51:28.172000	2021-12-03 17:36:28.714	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.955000	0 days 00:00:28.951000	0 days 00:00:28.311000	0 days 00:01:30.217000	0 days 00:00:00.059000	176.469364	195.110494	183.30444500000002	198.217349	90.276	32.955	29.01	28.311	32.955	28.951	28.311	90.217	0.059	1056	1056	1056	1056	1056	1056
0 days 00:44:59.171000	MAZ	9	0 days 00:01:31.629000	11.0	2.0			0 days 00:00:33.746000	0 days 00:00:29.181000	0 days 00:00:28.702000	0 days 00:44:01.288000	0 days 00:44:30.469000	0 days 00:44:59.171000	283.0	317.0	300.0	322.0	True	SOFT	6.0	True	Haas F1 Team	0 days 00:43:27.542000	2021-12-03 17:28:28.084	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:33.746000	0 days 00:00:29.160000	0 days 00:00:28.702000	0 days 00:01:31.608000	0 days 00:00:00.021000	175.847993	196.974607	186.4113	200.08146200000002	91.629	33.746	29.181	28.702	33.746	29.16	28.702	91.608	0.021	1056	1056	1056	1056	1056	1056
0 days 00:52:32.547000	GAS	10	0 days 00:01:29.099000	15.0	3.0			0 days 00:00:32.419000	0 days 00:00:28.463000	0 days 00:00:28.217000	0 days 00:51:35.867000	0 days 00:52:04.330000	0 days 00:52:32.547000	287.0	316.0	294.0	313.0	True	SOFT	7.0	False	AlphaTauri	0 days 00:51:03.448000	2021-12-03 17:36:03.990	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.419000	0 days 00:00:28.463000	0 days 00:00:28.217000	0 days 00:01:29.099000	0 days 00:00:00	178.333477	196.353236	182.683074	194.489123	89.099	32.419	28.463	28.217	32.419	28.463	28.217	89.099	0.0	1056	1056	1056	1056	1056	1056
0 days 00:51:39.382000	PER	11	0 days 00:01:29.768000	15.0	2.0			0 days 00:00:32.742000	0 days 00:00:28.801000	0 days 00:00:28.225000	0 days 00:50:42.356000	0 days 00:51:11.157000	0 days 00:51:39.382000	286.0	313.0	302.0	318.0	True	SOFT	6.0	True	Red Bull Racing	0 days 00:50:09.614000	2021-12-03 17:35:10.156	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.742000	0 days 00:00:28.747000	0 days 00:00:28.225000	0 days 00:01:29.714000	0 days 00:00:00.054000	177.712106	194.489123	187.654042	197.595978	89.768	32.742	28.801	28.225	32.742	28.747	28.225	89.714	0.054	1056	1056	1056	1056	1056	1056
0 days 00:47:23.623000	ALO	14	0 days 00:01:29.441000	11.0	2.0			0 days 00:00:32.540000	0 days 00:00:28.665000	0 days 00:00:28.236000	0 days 00:46:26.722000	0 days 00:46:55.387000	0 days 00:47:23.623000	288.0	310.0	295.0	322.0	True	SOFT	4.0	True	Alpine	0 days 00:45:54.182000	2021-12-03 17:30:54.724	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.540000	0 days 00:00:28.665000	0 days 00:00:28.236000	0 days 00:01:29.441000	0 days 00:00:00	178.954848	192.62501	183.30444500000002	200.08146200000002	89.441	32.54	28.665	28.236	32.54	28.665	28.236	89.441	0.0	1056	1056	1056	1056	1056	1056
0 days 00:46:33.352000	LEC	16	0 days 00:01:29.772000	13.0	3.0			0 days 00:00:32.706000	0 days 00:00:28.912000	0 days 00:00:28.154000	0 days 00:45:36.286000	0 days 00:46:05.198000	0 days 00:46:33.352000	286.0	315.0	303.0	320.0	True	SOFT	3.0	True	Ferrari	0 days 00:45:03.580000	2021-12-03 17:30:04.122	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.591000	0 days 00:00:28.730000	0 days 00:00:28.154000	0 days 00:01:29.475000	0 days 00:00:00.297000	177.712106	195.731865	188.27541300000001	198.83872	89.772	32.706	28.912	28.154	32.591	28.73	28.154	89.475	0.297	1056	1056	1056	1056	1056	1056
0 days 00:27:12.897000	STR	18	0 days 00:01:30.442000	6.0	1.0			0 days 00:00:33.083000	0 days 00:00:28.902000	0 days 00:00:28.457000	0 days 00:26:15.538000	0 days 00:26:44.440000	0 days 00:27:12.897000	285.0	311.0	295.0	318.0	True	MEDIUM	6.0	True	Aston Martin	0 days 00:25:42.455000	2021-12-03 17:10:42.997	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.977000	0 days 00:00:28.902000	0 days 00:00:28.457000	0 days 00:01:30.336000	0 days 00:00:00.106000	177.090735	193.246381	183.30444500000002	197.595978	90.442	33.083	28.902	28.457	32.977	28.902	28.457	90.336	0.106	1056	1056	1056	1056	1056	1056
0 days 00:30:18.623000	TSU	22	0 days 00:01:29.597000	7.0	1.0			0 days 00:00:32.778000	0 days 00:00:28.608000	0 days 00:00:28.211000	0 days 00:29:21.804000	0 days 00:29:50.412000	0 days 00:30:18.623000	287.0	316.0	293.0	321.0	True	HARD	7.0	True	AlphaTauri	0 days 00:28:49.026000	2021-12-03 17:13:49.568	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.690000	0 days 00:00:28.608000	0 days 00:00:28.211000	0 days 00:01:29.509000	0 days 00:00:00.088000	178.333477	196.353236	182.061703	199.460091	89.597	32.778	28.608	28.211	32.69	28.608	28.211	89.509	0.088	1056	1056	1056	1056	1056	1056
0 days 00:51:46.113000	OCO	31	0 days 00:01:29.555000	14.0	3.0			0 days 00:00:32.689000	0 days 00:00:28.612000	0 days 00:00:28.254000	0 days 00:50:49.247000	0 days 00:51:17.859000	0 days 00:51:46.113000	290.0	315.0	303.0	323.0	True	SOFT	6.0	True	Alpine	0 days 00:50:16.558000	2021-12-03 17:35:17.100	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.689000	0 days 00:00:28.612000	0 days 00:00:28.254000	0 days 00:01:29.555000	0 days 00:00:00	180.19759	195.731865	188.27541300000001	200.702833	89.555	32.689	28.612	28.254	32.689	28.612	28.254	89.555	0.0	1056	1056	1056	1056	1056	1056
0 days 00:54:05.179000	VER	33	0 days 00:01:29.213000	14.0	2.0			0 days 00:00:32.550000	0 days 00:00:28.581000	0 days 00:00:28.082000	0 days 00:53:08.516000	0 days 00:53:37.097000	0 days 00:54:05.179000	288.0	313.0	304.0	317.0	True	SOFT	6.0	True	Red Bull Racing	0 days 00:52:35.966000	2021-12-03 17:37:36.508	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.550000	0 days 00:00:28.547000	0 days 00:00:27.990000	0 days 00:01:29.087000	0 days 00:00:00.126000	178.954848	194.489123	188.896784	196.974607	89.213	32.55	28.581	28.082	32.55	28.547	27.99	89.087	0.126	1056	1056	1056	1056	1056	1056
0 days 00:33:31.534000	HAM	44	0 days 00:01:29.018000	8.0	2.0			0 days 00:00:32.624000	0 days 00:00:28.438000	0 days 00:00:27.956000	0 days 00:32:35.140000	0 days 00:33:03.578000	0 days 00:33:31.534000	288.0	319.0	300.0	323.0	True	MEDIUM	8.0	False	Mercedes	0 days 00:32:02.516000	2021-12-03 17:17:03.058	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:32.624000	0 days 00:00:28.438000	0 days 00:00:27.956000	0 days 00:01:29.018000	0 days 00:00:00	178.954848	198.217349	186.4113	200.702833	89.018	32.624	28.438	27.956	32.624	28.438	27.956	89.018	0.0	1056	1056	1056	1056	1056	1056
0 days 00:39:59.635000	MSC	47	0 days 00:01:30.652000	7.0	2.0			0 days 00:00:33.175000	0 days 00:00:29.013000	0 days 00:00:28.464000	0 days 00:39:02.158000	0 days 00:39:31.171000	0 days 00:39:59.635000	286.0	315.0	299.0	320.0	True	SOFT	2.0	True	Haas F1 Team	0 days 00:38:28.983000	2021-12-03 17:23:29.525	1.0		False		False	True	2021	Saudi Arabian Grand Prix	21	FP2	0 days 00:00:33.175000	0 days 00:00:29.013000	0 days 00:00:28.464000	0 days 00:01:30.652000	0 days 00:00:00	177.712106	195.731865	185.789929	198.83872	90.652	33.175	29.013	28.464	33.175	29.013	28.464	90.652	0.0	1056	1056	1056	1056	1056	1056
